分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
,,持续 kill -15 ZBS Metad Leader 所在的主节点上的 elf-dhcp 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,一个 ZBS Metad Follower 所在的主节点上 kill -15 elf-dhcp 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 一个 ZBS Metad Follower 所在的主节点上的 elf-dhcp 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,ZBS Metad Leader 所在的主节点上 elf-dhcp 进程进入 D 状态,,P1,Pending,,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,ZBS Metad Leader 所在的主节点上 elf-dhcp 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,ZBS Metad Leader 所在的主节点上 elf-dhcp 进程进入 Z 状态,,P1,Pending,,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,ZBS Metad Leader 所在的主节点上 elf-dhcp 进程卡死不响应,,P1,Pending,,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程卡死不响应,,P2,Pending,,,,,
,服务异常,ZBS Metad Leader 所在的主节点上 elf-dhcp 服务处于停止状态，持续 5～60 分钟,systemctl stop elf-dhcp.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个主节点上 elf-dhcp 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,一个存储节点或双活集群的仲裁节点上 elf-dhcp 服务处于运行状态,systemctl start elf-dhcp.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,ZBS Metad Leader 所在的节点上 elf-dhcp 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,ZBS Metad Leader 所在的节点上 elf-dhcp 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
,,一个 ZBS Metad Follower 所在的主节点上 elf-dhcp 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
job-center-worker,kill -9,任意一个节点上 kill -9 job-center-worker 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 job-center-worker 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 job-center-worker 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 job-center-worker 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 job-center-worker 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 job-center-worker 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 job-center-worker 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 job-center-worker 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 job-center-worker 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 job-center-worker 服务处于停止状态，持续 5～60 分钟,systemctl stop job-center-worker.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 job-center-worker 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 job-center-worker 服务处于运行状态,systemctl start job-center-worker.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 job-center-worker 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 job-center-worker 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
job-center-scheduler,kill -9,任意一个主节点上 kill -9 job-center-scheduler 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个主节点上的 job-center-scheduler 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个主节点上 kill -15 job-center-scheduler 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,Y,,
,,持续 kill -15 任意一个主节点上的 job-center-scheduler 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个主节点上 job-center-scheduler 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个主节点上 job-center-scheduler 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
,僵尸进程（Z 状态）,任意一个主节点上 job-center-scheduler 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个主节点上 job-center-scheduler 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个主节点上 job-center-scheduler 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个主节点上 job-center-scheduler 服务处于停止状态，持续 5～60 分钟,systemctl stop job-center-scheduler.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个主节点上 job-center-scheduler 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,一个存储节点或双活集群的仲裁节点上 job-center-scheduler 服务处于运行状态,systemctl start job-center-scheduler.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 job-center-scheduler 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 job-center-scheduler 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
elf-vm-monitor,kill -9,ZBS Metad Leader 所在的主节点上 kill -9 elf-vm-monitor 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 ZBS Metad Leader 所在的主节点上的 elf-vm-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 kill -9 elf-vm-monitor 进程,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 除 ZBS Metad Leader 所在的主节点以外的任意一个节点上的 elf-vm-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,ZBS Metad Leader 所在的主节点上 kill -15 elf-vm-monitor 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,Y,,
,,持续 kill -15 ZBS Metad Leader 所在的主节点上的 elf-vm-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 kill -15 elf-vm-monitor 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 除 ZBS Metad Leader 所在的主节点以外的任意一个节点上的 elf-vm-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,ZBS Metad Leader 所在的主节点上 elf-vm-monitor 进程进入 D 状态,,P1,Pending,,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,ZBS Metad Leader 所在的主节点上 elf-vm-monitor 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,ZBS Metad Leader 所在的主节点上 elf-vm-monitor 进程进入 Z 状态,,P1,Pending,,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,ZBS Metad Leader 所在的主节点上 elf-vm-monitor 进程卡死不响应,,P1,Pending,,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 elf-vm-monitor 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,ZBS Metad Leader 所在的主节点上 elf-vm-monitor 服务处于停止状态，持续 5～60 分钟,systemctl stop elf-vm-monitor.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 elf-vm-monitor 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 elf-vm-monitor 服务处于运行状态,systemctl start elf-vm-monitor.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,ZBS Metad Leader 所在的节点上 elf-vm-monitor 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,ZBS Metad Leader 所在的节点上 elf-vm-monitor 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
,,除 ZBS Metad Leader 所在的主节点以外的任意一个节点上 elf-vm-monitor 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
"master-monitor
（双活集群）",kill -9,双活集群的仲裁节点上 kill -9 master-monitor 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 双活集群的仲裁节点上的 master-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,双活集群的仲裁节点上 kill -15 master-monitor 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 双活集群的仲裁节点上的 master-monitor 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,双活集群的仲裁节点上 master-monitor 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,双活集群的仲裁节点上 master-monitor 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,双活集群的仲裁节点上 master-monitor 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,双活集群的仲裁节点上 master-monitor 进程卡死不响应,,P2,Pending,,,,,
,服务异常,双活集群的仲裁节点上 master-monitor 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,双活集群的仲裁节点上 master-monitor 服务处于停止状态，持续 5～60 分钟,systemctl stop master-monitor.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 master-monitor 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,一个非双活集群的仲裁节点上 master-monitor 服务处于运行状态,systemctl start master-monitor.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,双活集群的仲裁节点上 master-monitor 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,双活集群的仲裁节点上 master-monitor 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
elf-exporter,kill -9,任意一个节点上 kill -9 elf-exporter 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 elf-exporter 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 elf-exporter 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 elf-exporter 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 elf-exporter 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 elf-exporter 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 elf-exporter 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个节点上 elf-exporter 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个节点上 elf-exporter 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 elf-exporter 服务处于停止状态，持续 5～60 分钟,systemctl stop elf-exporter.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 elf-exporter 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 elf-exporter 服务处于运行状态,systemctl start elf-exporter.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 elf-exporter 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 elf-exporter 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
"salmon
（VMware 集群）",kill -9,任意一个节点上 kill -9 salmon 进程,kill -9 <pid>,P2,Pending,,,,,
,,持续 kill -9 任意一个节点上的 salmon 进程，持续 5～60 分钟,,P2,Pending,,,,,
,kill -15,任意一个节点上 kill -15 salmon 进程,kill -15 <pid>,P2,Pending,,,,,
,,持续 kill -15 任意一个节点上的 salmon 进程，持续 5～60 分钟,,P2,Pending,,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 salmon 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 salmon 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Pending,,,,,
,僵尸进程（Z 状态）,任意一个节点上 salmon 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 salmon 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 salmon 服务发生重启,,P2,Pending,,,,,
,,任意一个节点上 salmon 服务处于停止状态，持续 5～60 分钟,systemctl stop salmon.service,P2,Pending,,,,,
,,任意一个节点上 salmon 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Pending,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 salmon 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 salmon 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
"salmon-exporter
（VMware 集群）",kill -9,任意一个节点上 kill -9 salmon-exporter 进程,kill -9 <pid>,P2,Pending,,,,,
,,持续 kill -9 任意一个节点上的 salmon-exporter 进程，持续 5～60 分钟,,P2,Pending,,,,,
,kill -15,任意一个节点上 kill -15 salmon-exporter 进程,kill -15 <pid>,P2,Pending,,,,,
,,持续 kill -15 任意一个节点上的 salmon-exporter 进程，持续 5～60 分钟,,P2,Pending,,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 salmon-exporter 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 salmon-exporter 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Pending,,,,,
,僵尸进程（Z 状态）,任意一个节点上 salmon-exporter 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 salmon-exporter 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 salmon-exporter 服务发生重启,,P2,Pending,,,,,
,,任意一个节点上 salmon-exporter 服务处于停止状态，持续 5～60 分钟,systemctl stop salmon-exporter.service,P2,Pending,,,,,
,,任意一个节点上 salmon-exporter 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Pending,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 salmon-exporter 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 salmon-exporter 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
vmtools-agent,kill -9,任意一个节点上 kill -9 vmtools-agent 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 vmtools-agent 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 vmtools-agent 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 vmtools-agent 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 vmtools-agent 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 vmtools-agent 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 vmtools-agent 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 vmtools-agent 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 vmtools-agent 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 vmtools-agent 服务处于停止状态，持续 5～60 分钟,systemctl stop vmtools-agent.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 vmtools-agent 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 vmtools-agent 服务处于运行状态,systemctl start vmtools-agent.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 vmtools-agent 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 vmtools-agent 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
elf-fs,kill -9,任意一个节点上 kill -9 elf-fs 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 elf-fs 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 elf-fs 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 elf-fs 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 elf-fs 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 elf-fs 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 elf-fs 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个节点上 elf-fs 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个节点上 elf-fs 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 elf-fs 服务处于停止状态，持续 5～60 分钟,systemctl stop elf-fs.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 elf-fs 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 elf-fs 服务处于运行状态,systemctl start elf-fs.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 elf-fs 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 elf-fs 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
tuna-rest-server,kill -9,任意一个节点上 kill -9 tuna-rest-server 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 tuna-rest-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 tuna-rest-server 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 tuna-rest-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 tuna-rest-server 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 tuna-rest-server 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 tuna-rest-server 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 tuna-rest-server 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 tuna-rest-server 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 tuna-rest-server 服务处于停止状态，持续 5～60 分钟,systemctl stop tuna-rest-server.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 tuna-rest-server 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 tuna-rest-server 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 tuna-rest-server 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-deploy-server,kill -9,任意一个节点上 kill -9 zbs-deploy-server 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 zbs-deploy-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 zbs-deploy-server 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 zbs-deploy-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 zbs-deploy-server 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 zbs-deploy-server 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 zbs-deploy-server 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个节点上 zbs-deploy-server 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个节点上 zbs-deploy-server 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 zbs-deploy-server 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-deploy-server.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 zbs-deploy-server 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 zbs-deploy-server 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 zbs-deploy-server 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
redis,kill -9,任意一个主节点上 kill -9 redis-server 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个主节点上的 redis-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个主节点上 kill -15 redis-server 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个主节点上的 redis-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个主节点上 redis-server 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个主节点上 redis-server 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个主节点上 redis-server 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个主节点上 redis-server 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个主节点上 redis 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个主节点上 redis 服务处于停止状态，持续 5～60 分钟,systemctl stop redis.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个主节点上 redis 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个存储节点或双活集群的仲裁节点上 redis 服务处于运行状态,systemctl start redis.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个主节点上 redis-server 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个主节点上 redis-server 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
goose,kill -9,任意一个主节点上 kill -9 goose 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个主节点上的 goose 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个主节点上 kill -15 goose 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个主节点上的 goose 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个主节点上 goose 进程进入 D 状态,,P2,Pending,,,,,
